program,sw_time
1301.c,76289.0100479126
1302.c,67771.02947235107
1303.c,67635.53619384766
1305.c,79405.17663955688
1306.c,67282.80782699585
1307.c,67386.93714141846
1309.c,68242.76447296143
1310.c,66562.819480896
1311.c,72937.77465820312
1312.c,68149.92427825928
1313.c,68670.22514343262
1314.c,67949.0327835083
1316.c,67555.17721176147
1317.c,102388.04817199707
1318.c,67408.10871124268
1319.c,66305.95922470093
1320.c,67146.68273925781
1321.c,67939.7463798523
1323.c,67647.99356460571
1324.c,67590.42739868164
1325.c,72767.31729507446
1326.c,75156.25953674316
1327.c,67492.66386032104
1328.c,111462.03279495239
1329.c,81451.97629928589
1330.c,67346.78745269775
1331.c,95496.89292907715
1332.c,112285.32791137695
1333.c,67476.82094573975
1334.c,68903.8872718811
1335.c,69018.98384094238
1336.c,67584.59806442261
1337.c,68107.25927352905
1338.c,68074.94163513184
1339.c,66490.50712585449
1340.c,81976.61638259888
1341.c,68548.08330535889
1342.c,68150.85411071777
1343.c,67796.19455337524
1344.c,67787.7426147461
1345.c,67128.1099319458
1346.c,72863.88874053955
1348.c,67880.61857223511
1350.c,95486.86742782593
1353.c,67822.24178314209
1354.c,72913.15793991089
1356.c,98463.86909484863
1357.c,97622.00117111206
1358.c,67846.46511077881
1359.c,74337.93544769287
1360.c,68597.12600708008
1361.c,68429.50582504272
1362.c,73567.86727905273
1364.c,67471.87376022339
1366.c,67116.65391921997
1367.c,67356.83679580688
1368.c,67209.42258834839
1369.c,69022.23825454712
1370.c,67919.75498199463
1371.c,67670.17841339111
1373.c,67745.0180053711
1375.c,79614.21012878418
1377.c,74070.71590423584
1378.c,68275.83312988281
1379.c,68425.01163482666
1380.c,67049.18146133423
1381.c,68201.1604309082
1383.c,67745.92399597168
1384.c,67918.84899139404
1386.c,113240.50426483154
1387.c,167168.85566711426
1388.c,74748.50416183472
1389.c,67634.58251953125
1390.c,67940.65237045288
1391.c,67884.43326950073
1392.c,65032.76824951172
1393.c,68091.90511703491
1395.c,67125.7734298706
1396.c,67866.25385284424
1397.c,68033.62369537354
1398.c,67938.80462646484
1399.c,75919.67582702637
1401.c,70007.12156295776
1403.c,67906.27241134644
1405.c,67637.34817504883
1406.c,67701.74503326416
1409.c,68077.34966278076
1410.c,67802.34575271606
1411.c,68473.41060638428
1412.c,66604.78115081787
1413.c,67874.88460540771
1414.c,68212.27073669434
1415.c,67828.42874526978
1416.c,67659.89065170288
1417.c,67591.32146835327
1418.c,68059.75437164307
1419.c,67835.34288406372
1420.c,68154.99067306519
1421.c,69636.44027709961
1422.c,71890.72370529175
1424.c,68509.47141647339
1425.c,82082.22389221191
1426.c,74131.26230239868
1427.c,81963.19341659546
1428.c,78324.58019256592
1429.c,69157.9818725586
1430.c,68470.03698348999
1432.c,67594.32554244995
1433.c,68486.77396774292
1434.c,66991.50800704956
1435.c,68757.34329223633
1437.c,67794.5613861084
1439.c,67975.21114349365
1440.c,70044.48175430298
1441.c,67230.52263259888
1442.c,68409.39521789551
1443.c,67822.82590866089
1444.c,68057.119846344
1445.c,68615.43655395508
1446.c,67959.32054519653
1448.c,69123.375415802
1450.c,68520.21217346191
1451.c,68087.62550354004
1452.c,70039.31999206543
1453.c,75950.49142837524
1454.c,67963.82665634155
1455.c,69729.32815551758
1456.c,69389.55783843994
1457.c,67914.09254074097
1458.c,70224.61891174316
1459.c,67583.46557617188
1461.c,67963.50479125977
1462.c,67806.12468719482
1463.c,68114.05420303345
1464.c,70197.67761230469
1465.c,68905.43699264526
1466.c,67705.3451538086
1467.c,67761.20662689209
1468.c,65109.00259017944
1470.c,69510.32876968384
1472.c,67884.08756256104
1491.c,86841.85743331909
1493.c,67472.86319732666
1495.c,68024.25384521484
1497.c,68744.14682388306
1498.c,74607.02657699585
1500.c,72902.63175964355
1501.c,67955.7204246521
1503.c,68249.01103973389
1504.c,69181.3588142395
1507.c,68858.79039764404
1508.c,68203.87840270996
1509.c,68192.86346435547
1510.c,68316.53118133545
1511.c,72870.23067474365
1512.c,68883.75282287598
1513.c,69293.91622543335
1514.c,66577.52990722656
1515.c,67503.08275222778
1516.c,67361.02104187012
1517.c,67565.19079208374
1518.c,67957.73506164551
1519.c,67668.42603683472
1520.c,69937.3722076416
1521.c,67955.0051689148
1522.c,67975.06809234619
1525.c,74872.61295318604
1526.c,78293.26391220093
1527.c,71853.31583023071
1528.c,67614.97259140015
1529.c,69376.58786773682
1530.c,71011.37638092041
1531.c,65805.26828765869
1532.c,63287.556171417236
1534.c,65358.006954193115
1535.c,66313.20714950562
1536.c,66635.79940795898
1537.c,65471.87566757202
1538.c,66710.96086502075
1539.c,66111.13548278809
1541.c,64616.01257324219
1542.c,64230.57317733765
1543.c,65534.0313911438
1544.c,64648.97394180298
1545.c,63327.8727531433
1546.c,65383.315086364746
1547.c,68359.80415344238
1548.c,63442.07525253295
1549.c,64669.16799545288
1550.c,71236.15741729736
1551.c,66821.5274810791
1552.c,64349.34139251709
1553.c,63549.6735572815
1554.c,63902.49729156494
1555.c,65935.92166900635
1557.c,64916.57495498657
1558.c,64118.32571029663
1559.c,64944.6964263916
1560.c,65066.611766815186
1561.c,64839.26773071289
1562.c,65225.57735443115
1563.c,64665.26985168457
1564.c,64150.97713470459
1565.c,65279.18577194214
1566.c,66894.88887786865
1568.c,64829.96940612793
1569.c,64432.68060684204
1571.c,63823.97413253785
1572.c,66545.569896698
1573.c,64946.794509887695
1574.c,62717.2827720642
1575.c,65322.160720825195
1576.c,67666.55445098877
1577.c,76918.20859909058
1578.c,63651.58557891845
1580.c,65056.21671676636
1581.c,108591.71152114868
1582.c,96251.0347366333
1583.c,62689.60237503052
1585.c,60963.60683441162
1587.c,63568.74704360963
1588.c,61992.51413345337
1589.c,106567.8596496582
1590.c,63317.21544265748
1593.c,61828.19604873657
1595.c,61303.3652305603
1596.c,61103.26051712036
1597.c,61730.08680343628
1598.c,62473.952770233154
1599.c,61157.47690200806
1600.c,63698.35138320923
1603.c,62916.624546051025
1605.c,62978.959083557136
1606.c,62321.79403305054
1607.c,65703.69005203247
1608.c,70115.44704437256
1609.c,63145.256042480476
1610.c,62350.77381134033
1611.c,62491.64342880249
1612.c,70755.8274269104
1613.c,63903.92780303955
1614.c,61605.10778427124
1615.c,60725.72469711304
1616.c,59878.34930419922
1617.c,66243.98231506348
1618.c,61302.01816558838
1619.c,64450.77657699585
1620.c,61866.796016693115
1621.c,62573.254108428955
1622.c,59999.06063079834
1624.c,61123.16846847534
1625.c,61845.242977142334
1626.c,62220.48997879028
1627.c,64572.63231277466
1628.c,64357.74564743042
1629.c,61384.785175323486
1630.c,61894.71483230591
1631.c,62861.788272857666
1632.c,65598.05870056152
1633.c,71024.32250976562
1634.c,60658.58602523804
1635.c,62572.51501083375
1636.c,62643.921375274665
1637.c,64362.335205078125
1638.c,61619.05527114868
1639.c,61698.38905334473
1640.c,61178.56502532959
1641.c,61911.34452819824
1642.c,60319.507122039795
1643.c,63797.54543304443
1644.c,63144.65999603272
1645.c,65523.39792251587
1646.c,62219.929695129395
1649.c,61869.680881500244
1650.c,61726.28402709961
1653.c,71834.8503112793
1654.c,61558.85457992554
1655.c,64348.95992279053
1656.c,61901.48591995239
1658.c,60773.77796173096
1659.c,62755.21516799927
1662.c,61993.43204498291
1664.c,69508.29029083252
1665.c,65927.44588851929
1666.c,60826.3373374939
1667.c,62944.722175598145
1669.c,60892.74883270264
1670.c,60582.077503204346
1671.c,62165.83251953125
1672.c,60950.55341720581
1673.c,62053.76386642456
1674.c,62548.649311065674
1675.c,63425.29058456421
1676.c,62681.51998519897
1677.c,62119.09055709839
1678.c,61475.0862121582
1679.c,76969.59972381592
1680.c,61136.37685775757
1681.c,61923.68268966675
1682.c,61491.02449417114
1683.c,65540.2421951294
1684.c,64682.05451965332
1685.c,62315.309047698975
1686.c,62104.5708656311
1688.c,63333.10604095459
1690.c,62533.83159637452
1691.c,63628.756999969475
1692.c,62634.46807861328
1693.c,72767.43650436401
1694.c,64269.1969871521
1695.c,62274.57523345947
1696.c,61993.08633804321
1697.c,62063.93241882324
1698.c,62326.59816741943
1701.c,62852.0131111145
1702.c,61949.920654296875
1703.c,62228.3935546875
1704.c,61830.031871795654
1705.c,64643.657207489014
1706.c,61461.01951599121
1707.c,59692.28744506836
1708.c,75174.61776733398
1709.c,62118.613719940186
1710.c,61183.72678756714
1712.c,62100.05283355713
1714.c,63298.13003540038
1715.c,61577.09360122681
1716.c,62716.77017211914
1717.c,61586.04621887207
1718.c,62692.60644912719
1720.c,72405.19523620605
1721.c,74357.80763626099
1723.c,66382.73000717163
1724.c,63636.52944564819
1725.c,63063.84801864624
1726.c,63211.88211441039
1727.c,88357.91349411011
1728.c,61801.57661437988
1729.c,61831.068992614746
1730.c,62082.87477493286
1732.c,63586.199283599846
1733.c,60904.15716171265
1734.c,62104.47549819946
1736.c,63284.82627868652
1737.c,61439.68105316162
1739.c,61790.1086807251
1740.c,61119.63987350464
1741.c,62092.626094818115
1742.c,63856.756687164314
1743.c,61983.394622802734
1744.c,65652.72808074951
1745.c,64621.30546569824
1746.c,74344.44427490234
1747.c,62057.68585205078
1748.c,61674.702167510986
1749.c,64315.4501914978
1750.c,61756.21747970581
1751.c,62648.66590499878
1752.c,61241.817474365234
1753.c,62422.0609664917
1755.c,63099.15781021118
1756.c,63442.32559204102
1757.c,61579.132080078125
1758.c,60811.67459487915
1759.c,62151.57508850098
1760.c,64353.77597808838
1761.c,62188.79222869873
1762.c,61138.51070404053
1763.c,104970.02601623535
1764.c,61724.43628311157
1765.c,62940.90747833252
1768.c,70303.213596344
1769.c,61199.772357940674
1771.c,63762.3906135559
1772.c,63377.69031524658
1773.c,70747.33972549438
1775.c,63643.038272857666
1778.c,64312.946796417236
1779.c,61804.986000061035
1780.c,63400.82883834838
1781.c,62513.87596130371
1782.c,107223.24848175049
1784.c,60170.37630081177
1785.c,62460.410594940186
1787.c,63197.80349731445
1788.c,61867.78545379639
1789.c,63228.46412658692
1790.c,60785.090923309326
1791.c,61360.812187194824
1792.c,60231.38761520386
1793.c,65671.05054855347
1794.c,64897.34649658203
1795.c,61382.877826690674
1796.c,63067.817687988274
1797.c,64863.53874206543
1798.c,63262.52222061157
1799.c,66043.75839233398
1800.c,65542.4952507019
1801.c,73196.78068161011
1802.c,62457.382678985596
1803.c,61235.04638671875
1804.c,62037.694454193115
1805.c,63438.76123428345
1806.c,62169.063091278076
1807.c,61518.29957962036
1808.c,61511.65962219238
1809.c,61164.34335708618
1810.c,62215.29245376587
1811.c,61582.92293548584
1812.c,61522.8533744812
1813.c,63484.68065261841
1815.c,62748.8374710083
1816.c,61844.778060913086
1817.c,61022.41277694702
1818.c,63616.00160598754
1819.c,88082.6473236084
1820.c,61131.70385360718
1821.c,64061.34366989136
1822.c,62415.56406021118
1823.c,61734.19952392578
1824.c,62870.144844055176
1825.c,66841.01819992065
1826.c,76534.30700302124
1827.c,66202.10409164429
1828.c,60679.34036254883
1829.c,64318.62115859985
1830.c,62736.59467697143
1831.c,89333.85610580444
1832.c,64065.539836883545
1834.c,75691.04433059692
1836.c,62718.90401840211
1837.c,61956.40563964844
1838.c,63456.40420913696
1840.c,65963.23251724243
1841.c,61317.78955459595
1842.c,63015.65170288086
1843.c,61446.51174545288
1844.c,60792.95873641968
1845.c,62476.933002471924
1846.c,60633.07523727417
1847.c,63981.759548187256
1848.c,62237.25080490112
1849.c,62254.42886352539
1850.c,62647.545337676995
1851.c,68345.36790847778
1852.c,69492.36392974854
1853.c,61455.08289337158
1854.c,62172.68705368042
1856.c,64994.28749084473
1858.c,62242.4840927124
1859.c,61355.507373809814
1860.c,61084.40160751343
1862.c,61039.49546813965
1863.c,61615.76509475708
1864.c,61908.14971923828
1865.c,74993.56269836426
1867.c,63992.34533309936
1868.c,62396.99125289917
1869.c,61969.26832199097
1871.c,61254.942417144775
1872.c,60882.627964019775
1874.c,61067.43812561035
1875.c,60074.60355758667
1876.c,64941.09630584717
1877.c,63151.16882324219
1878.c,75554.91924285889
1880.c,60588.58633041382
1881.c,65615.48709869385
1882.c,73762.047290802
1883.c,62560.927867889404
1884.c,66271.09050750732
1887.c,64598.119258880615
1888.c,66087.19825744629
1889.c,61479.96187210083
1890.c,61722.45740890503
1891.c,61951.89952850342
1892.c,67423.33173751831
1893.c,63118.19553375245
1895.c,61594.47431564331
1896.c,62491.83416366577
1897.c,62630.462646484375
1899.c,61061.59687042236
1900.c,61843.07336807251
1903.c,61121.59490585327
1904.c,62899.649143218994
1905.c,60869.27652359009
1906.c,62678.7781715393
1908.c,60983.56246948242
1909.c,63126.86204910278
1910.c,60277.09245681763
1911.c,61057.75833129883
1914.c,64231.72950744629
1915.c,73096.88329696655
1917.c,60606.78958892822
1918.c,64143.86034011841
1919.c,62754.86946105957
1920.c,62712.16869354249
1921.c,59384.69171524048
1922.c,61315.91796875
1923.c,60038.07783126831
1926.c,90668.80941390991
1927.c,62002.599239349365
1928.c,60812.7236366272
1929.c,65070.02115249634
1930.c,65256.53600692749
1931.c,88427.26945877075
1932.c,61365.73553085327
1933.c,63666.021823883064
1934.c,61542.582511901855
1935.c,89472.31769561768
1936.c,61025.70295333862
1937.c,62385.642528533936
1938.c,61302.11353302002
1939.c,61781.7759513855
1940.c,68559.0147972107
1941.c,70156.25238418579
1942.c,63415.3127670288
1944.c,61672.818660736084
1945.c,62356.73427581787
1946.c,62006.05630874634
1947.c,61558.77113342285
1948.c,59822.24941253662
1949.c,62270.72477340698
1950.c,63582.26537704467
1951.c,61934.23271179199
1952.c,62874.4125366211
1953.c,63404.33359146118
1954.c,60539.042949676514
1955.c,59918.7970161438
1956.c,60278.427600860596
1957.c,60332.82279968262
1958.c,62507.97510147095
1959.c,62077.343463897705
1961.c,61628.0198097229
1962.c,64924.88384246826
1963.c,61847.67484664917
1964.c,66620.14722824097
1965.c,61628.13901901245
1966.c,70218.026638031
1967.c,67433.54797363281
1968.c,61335.134506225586
1969.c,61266.00503921509
1970.c,66175.69923400879
1972.c,62097.91898727417
1973.c,64318.58539581299
1974.c,61147.15337753296
1976.c,61692.33322143555
1977.c,61938.10701370239
1978.c,61974.39432144165
1979.c,61406.099796295166
1980.c,64268.0287361145
1982.c,62464.38026428223
1983.c,64904.582500457764
1984.c,59630.608558654785
1985.c,64969.95687484741
1986.c,61830.53255081177
1988.c,60643.041133880615
1989.c,63891.56579971314
1990.c,66209.25664901733
1991.c,61476.731300354004
1992.c,60984.182357788086
1993.c,64723.825454711914
1994.c,72655.41553497314
1995.c,69296.33617401123
1996.c,62708.62817764282
1997.c,60955.08337020874
1999.c,62228.405475616455
2000.c,60605.502128601074
2001.c,60370.50485610962
2002.c,61931.76507949829
2003.c,62072.73006439209
2004.c,64846.61102294922
2005.c,60758.92448425293
2007.c,60657.75156021118
2008.c,63332.641124725335
2009.c,62719.440460205085
2010.c,60505.04446029663
2011.c,60076.83277130127
2014.c,61054.80194091797
2015.c,62338.91248703003
2017.c,62878.00073623657
2018.c,60094.92874145508
2019.c,63146.42429351807
2020.c,60726.95255279541
2021.c,62953.07874679565
2022.c,62479.591369628906
2024.c,69953.48930358887
2025.c,63282.334804534905
2026.c,61651.89743041992
2028.c,63831.138610839844
2029.c,62238.56210708618
2030.c,61513.28086853027
2031.c,61351.50194168091
2033.c,66202.62861251831
2034.c,62573.68326187134
2035.c,63413.23852539063
2036.c,62003.74364852905
2037.c,63382.33947753906
2039.c,61294.91329193115
2040.c,61641.9792175293
2041.c,61157.78684616089
2043.c,60225.30794143677
2044.c,59824.204444885254
2046.c,62126.874923706055
2048.c,61362.34998703003
2049.c,60976.73177719116
2050.c,63267.83895492554
2051.c,65686.53583526611
2052.c,63736.59372329713
2053.c,67183.94756317139
2054.c,72418.51091384888
2055.c,63109.27867889404
2058.c,80431.91432952881
2060.c,63383.734226226814
2061.c,62964.30826187134
2062.c,62494.2421913147
2064.c,61672.091484069824
2065.c,61405.181884765625
2069.c,59986.78207397461
2070.c,62035.77518463135
2071.c,64562.86907196045
2072.c,60957.57484436035
2074.c,63247.77603149415
2076.c,59095.48997879028
2077.c,63489.85433578491
